0.000000 1.000000 2.000000 3.000000
0.010000 1.100000 2.230000 2.940200
0.020000 1.213000 2.483358 2.886521
0.030000 1.340036 2.763151 2.839862
0.040000 1.482347 3.072674 2.801349
0.050000 1.641380 3.415479 2.772381
0.060000 1.818790 3.795405 2.754697
0.070000 2.016451 4.216610 2.750452
0.080000 2.236467 4.683589 2.762316
0.090000 2.481179 5.201185 2.793585
0.100000 2.753180 5.774590 2.848327
0.110000 3.055321 6.409315 2.931546
0.120000 3.390720 7.111144 3.049392
0.130000 3.762763 7.886037 3.209397
0.140000 4.175090 8.739989 3.420760
0.150000 4.631580 9.678794 3.694670
0.160000 5.136301 10.707727 4.044673
0.170000 5.693444 11.831068 4.487066
0.180000 6.307206 13.051453 5.041305
0.190000 6.981631 14.368990 5.730389
0.200000 7.720367 15.780082 6.581150
0.210000 8.526338 17.275895 7.624372
0.220000 9.401294 18.840432 8.894565
0.230000 10.345208 20.448185 10.429214
0.240000 11.355506 22.061438 12.267204
0.250000 12.426099 23.627362 14.446084
0.260000 13.546225 25.075311 16.997778
0.270000 14.699134 26.314944 19.942395
0.280000 15.860715 27.236193 23.279996
0.290000 16.998263 27.712457 26.980603
0.300000 18.069682 27.608612 30.973555
0.310000 19.023575 26.795214 35.138447
0.320000 19.800739 25.169274 39.301172
0.330000 20.337593 22.679866 43.239463
0.340000 20.571820 19.353727 46.701832
0.350000 20.450011 15.312883 49.440978
0.360000 19.936298 10.775072 51.257334
0.370000 19.020175 6.030670 52.042039
0.380000 17.721225 1.397525 51.804765
0.390000 16.088855 -2.834946 50.674416
0.400000 14.196475 -6.454650 48.870367
0.410000 12.131362 -9.352960 46.654082
0.420000 9.982930 -11.522425 44.278442
0.430000 7.832394 -13.032266 41.950360
0.440000 5.745928 -13.994591 39.813742
0.450000 3.771876 -14.533454 37.950577
0.460000 1.941343 -14.763443 36.392908
0.470000 0.270865 -14.778744 35.138247
0.480000 -1.234096 -14.650291 34.163540
0.490000 -2.575716 -14.427724 33.435588
0.500000 -3.760916 -14.143442 32.917819
0.510000 -4.799169 -13.817052 32.574128
0.520000 -5.700957 -13.459362 32.370760
0.530000 -6.476798 -13.075593 32.277010
0.540000 -7.136677 -12.667824 32.265321
0.550000 -7.689792 -12.236743 32.311125
0.560000 -8.144487 -11.782859 32.392629
0.570000 -8.508324 -11.307274 32.490639
0.580000 -8.788219 -10.812123 32.588447
0.590000 -8.990609 -10.300759 32.671788
0.600000 -9.121624 -9.777729 32.728819
0.610000 -9.187235 -9.248606 32.750120
0.620000 -9.193372 -8.719716 32.728658
0.630000 -9.146006 -8.197795 32.659712
0.640000 -9.051185 -7.689640 32.540734
0.650000 -8.915031 -7.201753 32.371154
0.660000 -8.743703 -6.740046 32.152120
0.670000 -8.543337 -6.309596 31.886203
0.680000 -8.319963 -5.914489 31.577080
0.690000 -8.079416 -5.557732 31.229213
0.700000 -7.827247 -5.241253 30.847549
0.710000 -7.568648 -4.965956 30.437250
0.720000 -7.308379 -4.731830 30.003475
0.730000 -7.050724 -4.538090 29.551202
0.740000 -6.799461 -4.383338 29.085108
0.750000 -6.557848 -4.265723 28.609488
0.760000 -6.328636 -4.183097 28.128215
0.770000 -6.114082 -4.133151 27.644738
0.780000 -5.915989 -4.113541 27.162092
0.790000 -5.735744 -4.121976 26.682937
0.800000 -5.574367 -4.156300 26.209597
0.810000 -5.432560 -4.214540 25.744109
0.820000 -5.310758 -4.294948 25.288273
0.830000 -5.209177 -4.396011 24.843699
0.840000 -5.127861 -4.516469 24.411853
0.850000 -5.066722 -4.655299 23.994096
0.860000 -5.025579 -4.811714 23.591724
0.870000 -5.004193 -4.985138 23.206001
0.880000 -5.002287 -5.175188 22.838187
0.890000 -5.019577 -5.381645 22.489569
0.900000 -5.055784 -5.604429 22.161482
0.910000 -5.110649 -5.843567 21.855335
0.920000 -5.183940 -6.099164 21.572627
0.930000 -5.275463 -6.371363 21.314972
0.940000 -5.385053 -6.660316 21.084113
0.950000 -5.512579 -6.966137 20.881937
0.960000 -5.657935 -7.288864 20.710491
0.970000 -5.821028 -7.628412 20.571991
0.980000 -6.001766 -7.984514 20.468828
0.990000 -6.200041 -8.356672 20.403569
1.000000 -6.415704 -8.744087 20.378951
1.010000 -6.648542 -9.145590 20.397866
1.020000 -6.898247 -9.559565 20.463331
1.030000 -7.164379 -9.983868 20.578449
1.040000 -7.446328 -10.415737 20.746345
1.050000 -7.743269 -10.851711 20.970082
1.060000 -8.054113 -11.287539 21.252555
1.070000 -8.377456 -11.718111 21.596348
1.080000 -8.711521 -12.137393 22.003565
1.090000 -9.054108 -12.538399 22.475621
1.100000 -9.402537 -12.913199 23.013010
1.110000 -9.753604 -13.252970 23.615032
1.120000 -10.103540 -13.548133 24.279515
1.130000 -10.447999 -13.788552 25.002521
1.140000 -10.782055 -13.963843 25.778081
1.150000 -11.100234 -14.063774 26.597974
1.160000 -11.396588 -14.078764 27.451579
1.170000 -11.664805 -14.000478 28.325866
1.180000 -11.898372 -13.822461 29.205526
1.190000 -12.090781 -13.540799 30.073307
1.200000 -12.235783 -13.154712 30.910546
1.210000 -12.327676 -12.667036 31.697907
1.220000 -12.361612 -12.084500 32.416294
1.230000 -12.333901 -11.417730 33.047860
1.240000 -12.242284 -10.680955 33.577038
1.250000 -12.086151 -9.891388 33.991481
1.260000 -11.866675 -9.068335 34.282796
1.270000 -11.586841 -8.232093 34.446984
1.280000 -11.251366 -7.402770 34.484533
1.290000 -10.866506 -6.599144 34.400157
1.300000 -10.439770 -5.837679 34.202210
1.310000 -9.979561 -5.131806 33.901871
1.320000 -9.494785 -4.491507 33.512213
1.330000 -8.994457 -3.923219 33.047247
1.340000 -8.487334 -3.430014 32.521062
1.350000 -7.981602 -3.011996 31.947119
1.360000 -7.484641 -2.666833 31.337731
1.370000 -7.002860 -2.390348 30.703750
1.380000 -6.541609 -2.177104 30.054423
1.390000 -6.105159 -2.020941 29.397393
1.400000 -5.696737 -1.915418 28.738804
1.410000 -5.318605 -1.854176 28.083468
1.420000 -4.972162 -1.831195 27.435064
1.430000 -4.658065 -1.840973 26.796342
1.440000 -4.376356 -1.878630 26.169313
1.450000 -4.126584 -1.939961 25.555425
1.460000 -3.907921 -2.021439 24.955704
1.470000 -3.719273 -2.120194 24.370879
1.480000 -3.559365 -2.233969 23.801469
